date,ACS.MC,ACX.MC,AENA.MC,AMS.MC,ANA.MC,BBVA.MC,BKT.MC,CABK.MC,CLNX.MC,ELE.MC,FDR.MC,FER.MC,GRF.MC,IAG.MC,IBE.MC,ITX.MC,LOG.MC,MAP.MC,MRL.MC,MTS.MC,NTGY.MC,RED.MC,REP.MC,ROVI.MC,SAB.MC,SAN.MC,SCYR.MC,SLR.MC,TEF.MC,^IBEX
2008-09-17,28.261379,11.51,,,120.199997,10.001345,2.020369,3.33,,28.68,3.75,7.79,9.24,,6.97,5.808,,2.888268,,81.838417,22.269836,9.0425,18.860001,8.22,3.129654,8.646355,10.392049,3.62,16.63938,10661.400391
2008-09-18,28.577702,11.52,,,120.099998,9.895663,2.142288,3.3,,27.98,3.7,7.74,9.485,,6.88,5.764,,2.868417,,79.395477,21.069054,8.9475,18.790001,8.11,3.147436,8.611735,10.442331,3.55,16.75802,10631.599609
2008-09-19,30.277931,12.55,,,125.75,11.086985,2.386126,3.7,,28.85,3.88,8.84,10.07,,7.27,6.3,,3.136401,,85.950699,23.300297,9.2425,19.860001,8.44,3.722392,9.728231,11.431252,3.72,17.746693,11557.900391
2008-09-22,29.902298,12.51,,,126.099998,11.038948,2.386126,3.55,,28.139999,3.65,8.4,9.4,,7.06,6.192,,3.017297,,87.070374,22.763777,9.1775,19.82,8.1,3.437878,9.347411,10.911655,4.03,17.499525,11328.5
2008-09-23,29.398161,12.4,,,120.25,10.990911,2.354192,3.57,,27.09,3.52,8.26,9.34,,7.12,6.226,,3.007372,,83.467041,22.704163,9.2,20.08,8.1,3.426023,9.096415,11.104404,4.3,16.985415,11176.5
2008-09-24,29.022528,12.26,,,119.599998,10.971696,2.42386,3.55,,27.02,3.63,8.37,9.13,,7.17,6.342,,3.0967,,80.00621,22.934099,9.0725,20.43,8.1,3.408241,9.12238,10.30824,4.36,16.352663,11112.900391
2008-09-25,29.655172,12.5,,,118.25,11.307956,2.539974,3.62,,27.4,3.72,8.27,9.04,,7.54,6.494,,3.0967,,81.695915,23.683523,9.08,21.42,8.01,3.43195,9.442616,10.676993,4.3,16.9953,11438.599609
2008-09-26,28.973103,12.55,,,117.550003,11.355994,2.528362,3.55,,27.139999,3.65,8.2,9.05,,7.46,6.376,,3.106625,,79.23262,23.368425,8.94,21.52,8.29,3.420096,9.451271,10.442331,4.6,16.975529,11387.900391
2008-09-29,27.697931,11.99,,,104.849998,10.894836,2.415151,3.43,,25.67,3.62,7.94,8.835,,7.13,6.212,,2.927969,,69.827309,22.678614,8.9625,20.4,7.99,3.265984,9.05314,9.361223,4.1,16.609718,10945.700195
2008-09-30,28.142757,12.56,,,106.300003,11.010126,2.542879,3.37,,25.719999,3.61,8.25,9.0,,7.14,5.938,,3.047073,,71.293068,22.210222,8.9625,20.9,8.17,3.230419,9.08776,9.713212,3.89,16.599833,10987.5
2008-10-01,28.528275,12.4,,,107.75,11.231097,2.531266,3.33,,26.27,3.68,8.16,8.845,,7.33,5.78,,3.126476,,69.298004,22.68713,8.8875,20.85,7.99,3.254129,9.442616,10.9787,3.94,16.945868,11182.5
2008-10-02,28.22184,11.89,,,98.849998,11.115808,2.502236,3.28,,25.969999,3.73,8.12,8.4,,7.14,5.672,,3.076849,,63.740318,22.295385,8.555,19.700001,7.81,3.260056,9.399341,10.199291,3.9,16.827227,11002.299805
2008-10-03,28.666666,12.1,,,102.050003,11.817151,2.632864,3.34,,26.0,3.69,8.13,8.6,,7.35,5.818,,3.126476,,66.570053,23.308811,8.7725,20.709999,7.45,3.354894,10.117706,10.140632,4.0,17.153488,11418.5
2008-10-06,27.67816,11.3,,,91.150002,11.202275,2.592225,3.1,,24.200001,3.4,7.8,8.425,,6.79,5.458,,2.898193,,58.040131,21.171247,8.07,19.219999,7.25,3.165218,9.503201,9.520454,3.56,16.194475,10726.0
2008-10-07,28.142757,11.15,,,88.0,11.279134,2.53417,3.1,,22.940001,3.6,7.84,8.42,,6.78,5.588,,2.918044,,56.370789,21.7248,8.2975,19.9,7.15,3.183,9.780161,9.889207,3.49,16.481192,10862.0
2008-10-08,28.122988,11.25,,,81.599998,10.65465,2.444181,2.88,,21.450001,3.5,7.39,8.145,,6.31,5.478,,2.699687,,46.110451,20.506985,8.0425,18.34,7.05,3.111872,9.217585,9.595885,3.13,15.532064,10297.599609
2008-10-09,27.55954,10.61,,,79.300003,10.299175,2.461598,2.79,,20.07,3.48,6.97,7.645,,5.77,5.478,,2.560732,,50.894539,19.485043,7.4325,16.940001,6.67,3.111872,8.91466,9.017612,3.26,14.99818,9902.900391
2008-10-10,25.809885,9.77,,,68.949997,8.982956,2.281624,2.5,,18.629999,3.3,6.44,7.355,,5.16,5.4,,2.342375,,44.278248,17.875483,6.785,16.129999,6.6,3.040743,7.850094,8.045454,2.98,13.633811,8997.700195
2008-10-13,28.083448,10.68,,,79.699997,9.895663,2.612547,2.8,,21.030001,3.45,7.0,7.94,,5.54,5.966,,2.550807,,52.217796,19.595753,7.78,17.02,6.85,3.129654,8.819455,8.632105,3.36,14.93886,9955.700195
2008-10-14,28.735863,10.74,,,80.699997,10.500931,2.516753,2.85,,21.280001,3.5,7.1,7.855,,6.39,5.58,,2.759239,,51.301693,20.353695,7.805,17.57,6.86,3.171146,8.89735,7.978408,3.24,15.551838,10224.5
2008-10-15,26.73908,10.02,,,74.800003,9.924485,2.490628,2.67,,21.01,3.35,6.54,7.88,,5.86,5.494,,2.709612,,45.051846,19.493559,7.4875,16.35,6.64,3.147436,8.421324,7.358239,3.04,14.948747,9706.799805
2008-10-16,25.78023,9.88,,,70.699997,9.300001,2.621255,2.68,,21.1,3.41,6.14,7.8,,5.48,5.25,,2.818791,,40.71563,19.15291,7.4575,15.7,6.25,3.141509,7.876059,6.939205,2.94,14.414863,9308.200195
2008-10-17,26.126205,9.91,,,71.150002,9.549795,2.612547,2.79,,22.51,3.5,6.37,7.91,,5.9,5.562,,2.689761,,44.644688,20.294081,7.94,16.99,6.35,3.159291,8.031849,6.955969,2.91,15.166255,9655.200195
2008-10-20,27.282759,9.89,,,73.900002,9.86684,2.670602,2.76,,23.0,3.45,6.7,8.175,,6.23,5.7,,2.590508,,44.827908,20.702858,8.0725,18.01,6.3,3.165218,8.178984,7.240913,2.98,15.719912,9944.299805
2008-10-21,27.697931,9.94,,,73.300003,9.60744,2.627059,2.68,,23.33,3.36,6.69,8.22,,6.02,5.588,,2.382077,,43.178925,20.387758,7.92,17.9,5.92,3.129654,8.031849,7.307958,3.05,15.45297,9795.0
2008-10-22,26.333794,9.2,,,66.900002,8.733162,2.525462,2.55,,22.719999,3.25,6.35,7.975,,5.52,5.314,,2.213346,,39.392372,19.655367,7.8425,15.08,5.69,3.058526,7.235588,6.712929,2.85,14.0886,8995.299805
2008-10-23,25.651724,9.41,,,60.549999,8.387295,2.612547,2.55,,22.700001,3.3,6.25,8.185,,5.53,5.19,,2.302674,,37.621243,19.442463,8.205,14.66,5.63,3.017034,6.889388,6.109515,2.75,13.861206,8811.200195
2008-10-24,25.701149,8.97,,,59.799999,7.666737,2.438377,2.47,,22.4,3.18,6.23,7.945,,5.3,5.076,,2.243122,,34.811863,19.008137,8.235,13.92,6.0,2.95776,6.188332,5.941906,2.35,13.337208,8353.200195
2008-10-27,25.503448,8.42,,,55.450001,7.320869,2.397734,2.25,,22.16,3.05,6.0,7.6,,4.94,4.978,,2.104168,,31.880339,17.602964,7.655,13.45,5.6,2.910341,5.945992,5.724008,2.19,12.793438,8009.899902
2008-10-28,26.096552,8.68,,,57.900002,6.955786,2.519653,2.19,,23.0,3.15,6.15,7.845,,4.99,4.848,,2.233197,,32.572502,17.228252,7.6175,12.92,6.0,2.910341,5.798856,5.698867,2.12,12.585816,7905.399902
2008-10-29,27.431034,9.28,,,62.849998,7.926138,2.508045,2.42,,24.27,3.19,6.77,7.98,,5.25,5.116,,2.48133,,36.847645,19.331751,8.025,14.43,6.3,2.993324,6.629737,6.008951,2.12,13.940299,8650.099609
2008-10-30,28.073563,9.66,,,67.050003,8.262398,2.481919,2.44,,24.4,3.2,6.73,7.125,,5.37,5.122,,2.50118,,38.76128,19.766077,8.09,14.6,6.25,3.058526,6.872078,6.050856,2.28,13.99962,8822.900391
2008-10-31,28.627127,9.77,,,73.75,8.637088,2.432568,2.52,,25.860001,3.39,6.93,7.75,,5.63,5.272,,2.461479,,40.756348,20.455889,8.555,14.84,7.0,3.153364,7.244243,6.034092,2.32,14.256675,9116.0
2008-11-03,28.963219,9.88,,,73.849998,8.800415,2.647381,2.55,,25.530001,3.57,6.95,7.465,,5.82,5.446,,2.471404,,44.603973,21.316023,8.455,15.21,7.0,3.20671,7.140383,6.000565,2.41,14.434636,9231.799805
2008-11-04,30.011034,11.0,,,81.699997,9.559402,2.641572,2.71,,26.690001,3.68,7.34,7.5,,6.19,5.626,,2.580583,,50.080227,22.26132,8.5275,16.129999,7.06,3.277838,7.460618,6.704543,2.68,15.275009,9726.799805
2008-11-05,29.655172,10.57,,,78.5,9.732336,2.612547,2.7,,26.049999,3.6,7.37,7.265,,6.25,5.57,,2.50118,,41.937099,22.090998,8.4175,16.1,6.95,3.301548,7.486583,6.947583,2.67,15.36399,9744.700195
2008-11-06,27.46069,9.85,,,68.849998,9.11746,2.487724,2.5,,25.07,3.42,6.71,7.165,,5.7,5.46,,2.322525,,33.83469,20.753956,8.08,14.73,6.8,3.218565,7.019213,6.44474,2.24,14.523617,9133.900391
2008-11-07,28.271263,10.32,,,71.599998,9.203927,2.580613,2.52,,25.65,3.39,7.0,7.28,,5.88,5.59,,2.392002,,35.707607,21.060537,8.2,14.9,6.8,3.248202,7.218278,6.293895,2.41,14.889426,9343.5
2008-11-10,28.785288,10.46,,,72.699997,9.021386,2.479015,2.62,,26.299999,3.29,7.2,7.25,,6.0,5.474,,2.421778,,37.824821,21.222345,8.25,15.1,6.7,3.212637,6.854768,6.327413,2.39,15.027841,9293.799805
2008-11-11,27.67816,9.95,,,70.900002,8.214361,2.342583,2.47,,24.9,3.2,6.78,7.155,,5.73,5.282,,2.282823,,36.236912,20.566599,8.1625,14.22,6.49,3.117799,6.370087,6.008951,2.42,14.978407,8911.900391
2008-11-12,27.67816,9.56,,,70.199997,7.926138,2.39193,2.47,,23.76,3.1,6.91,7.2,,5.55,5.292,,2.471404,,32.837154,20.464403,8.1725,14.24,6.47,3.058526,5.885406,6.327413,2.42,14.335769,8646.799805
2008-11-13,27.510115,9.93,,,70.25,7.983782,2.374513,2.51,,23.290001,2.98,6.82,7.0,,5.59,5.18,,2.441628,,33.000019,19.868271,8.1775,14.42,6.38,3.022961,6.145329,6.377695,2.39,14.563164,8740.599609
2008-11-14,28.172413,10.03,,,73.0,8.051034,2.42096,2.55,,23.690001,3.03,6.86,6.96,,5.79,5.04,,2.590508,,34.56757,20.464403,8.1825,14.56,6.55,3.040743,6.061782,6.453126,2.32,14.928973,8832.200195
2008-11-17,28.172413,9.88,,,69.650002,7.637914,2.339679,2.52,,23.299999,2.9,6.52,6.68,,5.63,4.994,,2.421778,,34.262203,19.416912,8.1275,14.07,6.48,2.963688,5.644048,5.916757,2.24,14.48407,8498.799805
2008-11-18,28.468966,9.89,,,71.300003,7.58027,2.229373,2.47,,23.77,2.75,6.56,6.62,,5.74,4.982,,2.461479,,33.610752,19.416912,8.165,14.46,6.48,2.910341,5.579067,5.640199,2.22,14.701578,8530.799805
2008-11-19,28.34046,9.68,,,68.75,7.16715,2.150997,2.4,,23.190001,2.85,6.2,6.24,,5.55,4.864,,2.392002,,30.557079,19.340267,7.85,13.95,6.48,2.833285,5.022089,5.447441,2.18,14.51373,8211.5
2008-11-20,28.617241,9.71,,,65.5,6.917356,2.002952,2.33,,22.379999,2.72,5.68,6.045,,5.23,4.832,,2.262973,,27.727345,18.28426,7.66,13.6,6.45,2.762157,4.743599,6.168182,2.06,14.54339,7988.399902
2008-11-21,29.111494,9.83,,,64.599998,6.878927,1.918767,2.52,,22.200001,2.6,5.76,6.1,,5.12,4.738,,2.322525,,28.623089,18.216129,7.785,13.91,6.4,2.815503,4.827146,7.1152,2.03,14.207241,7974.399902
2008-11-24,31.582758,10.49,,,75.400002,7.551447,2.13358,2.65,,23.629999,2.56,6.25,6.07,,5.85,5.212,,2.491255,,33.977192,18.769684,7.95,15.0,6.4,2.98147,5.272729,6.763211,2.21,15.186028,8622.599609
2008-11-25,31.404827,10.53,,,74.300003,7.762811,2.101646,2.65,,23.379999,2.58,6.16,5.88,,5.84,5.258,,2.48133,,35.727966,18.718584,8.1075,14.85,6.5,3.011107,5.43054,6.218464,2.19,15.383763,8696.599609
2008-11-26,30.445976,10.82,,,70.25,7.54184,2.002952,2.63,,23.09,2.49,6.05,5.98,,5.78,5.22,,2.461479,,38.089474,17.92658,8.1,14.62,6.39,3.011107,5.541935,6.545312,2.23,15.383763,8654.099609
2008-11-27,30.643679,11.05,,,73.5,7.762811,1.994244,2.66,,22.799999,2.43,6.2,6.275,,5.78,5.35,,2.50118,,40.288116,17.960644,8.3925,15.2,6.38,3.017034,5.885405,6.486644,2.3,15.512291,8849.299805
2008-11-28,30.732643,10.53,,,70.949997,7.820456,1.95941,2.67,,23.01,2.42,6.25,6.745,,5.82,5.26,,2.451554,,37.763748,18.429035,8.695,15.2,6.4,3.082235,5.968952,6.335799,2.24,15.700139,8910.599609
2008-12-01,29.912184,10.28,,,66.050003,7.320869,1.936184,2.62,,22.77,2.41,6.01,6.525,,5.37,5.138,,2.243122,,34.404709,16.998316,8.49,14.3,6.29,2.999252,5.569784,6.386081,2.12,15.334329,8510.5
2008-12-02,30.940229,11.14,,,69.300003,7.782026,1.907159,2.64,,23.85,2.59,6.0,6.65,,5.66,5.2,,2.392002,,34.832222,17.849934,8.8125,14.68,6.41,3.159291,5.93182,6.553689,2.18,15.640818,8834.700195
2008-12-03,30.633793,11.46,,,72.050003,7.791633,1.828783,2.67,,24.25,2.42,5.92,6.585,,5.77,5.18,,2.33245,,33.223953,17.901031,8.8925,14.79,6.4,3.123727,5.913254,6.461504,2.17,15.81878,8879.900391
2008-12-04,31.187357,11.43,,,77.199997,7.676344,1.791044,2.63,,24.85,2.24,6.04,6.52,,5.69,5.388,,2.312599,,34.038265,17.347479,8.685,14.96,6.41,3.159291,5.811142,6.218464,2.1,15.789119,8836.099609
2008-12-05,29.585978,10.94,,,72.099998,7.416943,1.732989,2.56,,23.620001,2.15,5.74,6.445,,5.3,5.07,,2.33245,,31.900696,16.257406,8.515,14.04,6.35,3.040743,5.662614,5.849712,2.08,15.284896,8491.200195
2008-12-08,30.712873,11.4,,,76.5,7.926138,1.799753,2.66,,25.790001,2.12,6.12,6.55,,5.82,5.6,,2.411852,,37.417664,17.049412,9.0175,14.86,6.9,3.183,6.266007,6.168182,2.17,15.90776,9036.5
2008-12-09,30.208735,12.33,,,76.699997,8.079857,1.762015,2.67,,25.1,2.02,6.07,6.14,,5.65,5.82,,2.411852,,38.354122,16.444763,8.7175,15.1,6.65,3.159291,6.321705,5.958661,2.14,16.036287,9063.099609
2008-12-10,30.732643,12.5,,,80.25,8.223968,1.764919,2.69,,26.9,2.03,6.44,5.97,,5.83,5.84,,2.471404,,39.79953,17.015347,9.02,15.15,6.6,3.171146,6.330988,6.31065,2.14,16.016514,9152.400391
2008-12-11,30.722757,12.23,,,84.5,8.281613,1.81717,2.68,,26.99,2.11,6.12,6.175,,5.84,6.104,,2.471404,,38.170902,17.032379,9.025,15.32,6.6,3.141509,6.340271,6.344177,2.12,16.065948,9182.599609
2008-12-12,30.693104,12.13,,,83.849998,7.99339,1.828783,2.9,,26.09,2.13,6.09,5.995,,5.69,6.166,,2.401927,,36.644066,16.444763,8.9825,14.69,6.35,3.07038,6.071065,5.883239,2.11,15.789119,8975.5
2008-12-15,30.653563,12.25,,,83.800003,8.089464,1.828783,2.78,,26.65,2.25,6.01,5.985,,5.75,6.334,,2.48133,,35.646534,16.504375,8.875,14.91,6.28,3.040743,6.071065,5.740762,2.12,15.858327,9023.900391
2008-12-16,30.969885,12.37,,,82.900002,8.262398,1.883933,2.81,,27.059999,2.25,5.95,6.045,,5.9,6.286,,2.600434,,35.23938,16.666183,8.915,15.05,6.18,3.105945,6.238158,5.941906,2.14,16.036287,9167.700195
2008-12-17,31.988045,12.05,,,86.849998,8.272005,1.892642,2.84,,27.290001,2.28,5.99,6.045,,5.94,6.272,,2.511106,,36.562637,16.598055,8.875,15.08,6.0,3.100017,6.219592,5.581531,2.12,16.164816,9196.900391
2008-12-18,32.91724,12.03,,,87.199997,8.377687,1.907159,2.82,,28.15,2.28,5.99,6.115,,6.1,6.22,,2.550807,,36.82729,16.606569,8.845,15.09,5.99,3.076308,6.247441,5.581531,2.13,16.135155,9257.799805
2008-12-19,31.958389,11.62,,,86.5,8.320043,1.89845,2.9,,28.49,2.24,6.6,6.07,,6.22,6.43,,2.550807,,35.97226,16.495859,8.9275,14.99,5.81,3.040743,6.358837,5.673717,2.05,15.917647,9268.400391
2008-12-22,31.23678,11.36,,,85.050003,8.204753,1.820074,2.93,,27.799999,2.24,6.11,6.04,,6.15,6.226,,2.431703,,33.590397,16.342567,8.755,14.89,5.73,2.951833,6.182461,5.514486,2.04,15.690252,9098.900391
2008-12-23,31.523449,11.24,,,85.0,8.214361,1.825878,2.8,,28.040001,2.28,5.64,5.95,,6.17,6.286,,2.421778,,34.38435,16.146696,8.8,14.6,5.92,2.951833,6.201026,5.573154,2.03,15.601271,9068.5
2008-12-29,31.424597,11.25,,,86.050003,8.089464,1.78814,2.76,,28.16,2.27,5.36,6.11,,6.25,6.178,,2.342375,,34.404709,16.231857,8.9525,14.71,5.92,2.874777,6.126763,5.321728,1.99,15.472744,9017.700195
2008-12-30,32.274712,11.37,,,89.0,8.320043,1.831682,2.78,,28.6,2.28,5.32,6.155,,6.54,6.266,,2.382077,,34.608288,16.427731,9.0,15.1,5.84,2.874777,6.266007,5.338492,1.91,15.670478,9195.799805
2009-01-02,33.273102,11.85,,,91.949997,8.675518,1.883933,2.95,,29.1,2.32,5.41,6.32,,6.59,6.688,,2.461479,,38.008041,17.015347,8.9875,15.86,5.79,2.95776,6.498082,5.623436,2.06,16.105495,9486.299805
2009-01-05,35.309425,12.17,,,92.849998,8.838844,1.875225,2.96,,29.610001,2.39,5.68,6.105,,6.76,6.594,,2.461479,,38.109829,17.832903,8.9575,16.030001,6.14,3.005179,6.637326,6.034092,2.3,16.234022,9644.099609
2009-01-06,35.823448,12.76,,,96.099998,8.915704,1.956506,2.95,,28.959999,2.56,5.65,6.5,,6.72,6.85,,2.63021,,43.402863,18.326841,8.9625,16.219999,6.4,3.034816,6.720873,6.117901,2.32,16.184589,9724.0
2009-01-07,35.576321,12.29,,,96.300003,8.66591,1.936184,2.92,,29.309999,2.62,5.56,6.455,,6.52,6.532,,2.600434,,42.28318,18.718584,9.0,15.83,6.3,3.034816,6.637326,6.293895,2.27,15.957194,9570.0
2009-01-08,34.637241,12.34,,,94.150002,8.492976,1.904255,2.89,,29.43,2.67,5.43,6.53,,6.46,6.17,,2.580583,,41.794594,17.875483,9.0525,16.1,6.12,3.07038,6.498082,6.134655,2.28,15.897873,9469.5
2009-01-09,34.399998,12.03,,,93.699997,8.396902,1.886838,2.86,,29.67,2.66,5.17,6.595,,6.26,6.06,,2.521031,,41.163502,18.165033,8.99,16.15,6.24,3.040743,6.442384,6.17656,2.43,15.81878,9378.5
2009-01-12,33.658619,11.92,,,88.900002,8.031819,1.866516,2.84,,28.450001,2.6,4.91,6.56,,6.17,5.98,,2.530956,,39.595951,17.781803,8.7975,15.63,6.3,3.011107,6.349554,5.866475,2.47,15.670478,9199.900391
2009-01-13,32.857929,11.75,,,88.75,7.714774,1.811366,2.76,,27.85,2.66,4.81,6.8,,6.21,5.96,,2.471404,,38.516987,17.628513,8.8725,15.6,6.16,2.910341,6.136046,5.682103,2.39,15.433197,9057.299805
2009-01-14,31.829885,11.51,,,83.550003,7.244009,1.738793,2.72,,26.280001,2.6,4.64,7.055,,5.94,5.822,,2.431703,,35.626175,17.160124,8.765,15.4,6.0,2.785866,5.662614,5.640199,2.19,14.919086,8692.700195
2009-01-15,32.334023,11.11,,,81.699997,7.224794,1.820074,2.75,,26.879999,2.6,4.59,7.025,,5.92,5.586,,2.451554,,34.954369,17.424126,8.9,14.32,6.0,2.73252,5.644048,5.631822,2.24,14.741125,8611.099609
2009-01-16,31.997931,11.1,,,85.449997,7.032646,1.860712,2.75,,25.450001,2.71,4.48,6.955,,5.93,5.806,,2.431703,,36.297985,17.509287,8.75,14.26,6.0,2.738447,5.671897,5.413923,2.29,14.830106,8620.099609
2009-01-19,32.600918,11.14,,,84.75,6.782852,1.776532,2.68,,25.35,2.72,4.4,7.035,,5.97,5.736,,2.18357,,34.689716,17.483738,8.795,14.19,5.89,2.590263,5.393408,5.338492,2.24,14.859766,8494.799805
2009-01-20,32.294483,10.68,,,83.599998,6.388947,1.730085,2.71,,25.4,2.72,4.28,7.015,,6.09,5.544,,2.133944,,34.689716,17.398577,8.7825,13.83,5.81,2.477643,4.984957,5.28821,2.11,14.760899,8276.5
2009-01-21,32.314251,10.74,,,86.400002,6.26405,1.820074,2.75,,23.200001,2.69,4.13,7.13,,6.0,5.714,,2.18357,,35.219021,16.819475,8.5,13.76,5.56,2.459861,5.003523,4.944599,2.1,14.602711,8230.700195
2009-01-22,31.711264,10.39,,,84.5,6.206406,1.808461,2.71,,22.5,2.67,3.76,7.145,,6.01,5.684,,2.094242,,34.832222,16.444763,8.4475,13.82,5.55,2.436151,4.975674,5.028407,2.07,14.395089,8159.299805
2009-01-23,31.543219,10.13,,,84.599998,6.196798,1.791044,2.72,,23.700001,2.73,3.9,7.125,,6.1,5.84,,2.054541,,33.549679,16.444763,8.3225,13.77,5.45,2.376877,4.966391,4.944599,2.05,14.503843,8172.799805
2009-01-26,33.806896,10.73,,,86.199997,6.533059,1.872325,2.72,,23.9,2.73,3.82,6.98,,6.15,5.88,,2.153794,,36.481205,16.606569,8.1375,14.22,5.43,2.418369,5.254163,5.263069,2.04,14.592824,8375.200195
2009-01-27,31.740919,10.76,,,89.699997,6.7156,1.881033,2.75,,23.34,2.7,3.95,6.795,,6.15,5.846,,2.094242,,37.600883,16.538441,8.225,14.25,5.42,2.418369,5.33771,5.120593,2.18,14.157808,8349.5
2009-01-28,32.215401,10.9,,,88.550003,7.244009,1.915867,2.79,,23.450001,2.78,4.07,6.865,,6.24,5.982,,2.243122,,41.244934,16.827991,8.1425,14.52,5.71,2.465788,6.052499,5.413923,2.27,14.414863,8701.5
2009-01-29,31.750805,10.27,,,87.550003,7.032646,1.924576,2.69,,24.34,2.69,4.06,6.89,,6.05,5.852,,2.203421,,38.0284,16.155212,8.03,14.36,5.74,2.323531,5.903971,5.304974,2.2,13.880979,8477.400391
2009-01-30,31.137932,10.24,,,88.5,7.042253,1.968118,2.73,,24.17,2.73,3.89,6.89,,6.08,5.976,,2.193495,,35.829754,16.053019,8.05,14.04,5.8,2.323531,5.866839,5.615058,2.19,13.772225,8450.400391
2009-02-02,30.584368,9.99,,,86.599998,6.888534,1.863617,2.64,,24.27,2.72,3.68,6.745,,5.95,5.9,,2.213346,,36.31834,15.465401,7.87,13.84,5.74,2.282039,5.49552,5.170883,2.1,13.663471,8233.400391
2009-02-03,31.098391,9.87,,,86.599998,7.032646,1.939089,2.69,,24.35,2.75,3.84,6.735,,6.07,5.918,,2.124018,,37.010509,15.848629,8.0125,14.01,5.66,2.323531,5.58835,5.162497,2.14,13.989733,8361.900391
2009-02-04,31.879311,10.36,,,89.199997,7.20558,1.915867,2.63,,24.59,2.74,4.02,6.6,,6.0,6.142,,2.272898,,40.776703,15.201399,8.2,14.35,5.5,2.335386,5.709029,5.39716,2.15,14.236902,8495.400391
2009-02-05,32.077011,10.21,,,90.0,7.119113,1.910059,2.56,,24.57,2.7,4.17,6.725,,5.82,6.122,,2.272898,,42.140678,14.673395,8.205,14.36,5.55,2.287967,5.644048,5.480968,2.11,14.276449,8440.200195
2009-02-06,32.759079,10.45,,,92.0,7.16715,1.96231,2.53,,24.540001,2.8,4.25,6.77,,5.85,6.29,,2.223271,,44.766834,14.630814,8.375,14.68,5.55,2.329458,5.644048,5.707244,2.06,14.563164,8544.700195
2009-02-09,33.154484,10.27,,,94.300003,7.16715,2.034882,2.64,,24.360001,2.75,4.36,6.795,,5.81,6.482,,2.223271,,44.787193,14.809654,8.3275,14.89,5.61,2.341313,5.644048,5.883239,2.15,14.553277,8584.799805
2009-02-10,32.91724,10.38,,,91.050003,6.965394,2.017465,2.53,,23.790001,2.76,4.39,6.71,,5.68,6.256,,2.253047,,40.837776,14.477523,8.3125,14.55,5.74,2.341313,5.467671,5.615058,2.17,14.236902,8397.299805
2009-02-11,33.500458,10.26,,,88.599998,6.878927,2.092937,2.48,,24.41,2.84,4.35,6.57,,5.57,6.428,,2.282823,,41.326366,14.494555,8.21,14.39,5.84,2.329458,5.449106,5.564768,2.11,14.167694,8355.799805
2009-02-12,33.065517,10.03,,,88.550003,6.705993,2.10455,2.5,,23.99,2.68,4.34,6.565,,5.51,6.2,,2.272898,,39.575592,14.298683,8.19,13.84,5.93,2.287967,5.300578,5.296587,2.09,13.920526,8200.900391
2009-02-13,33.984825,10.15,,,87.150002,6.629133,2.142288,2.5,,23.559999,2.68,4.5,6.52,,5.51,6.34,,2.133944,,40.552769,14.085778,7.9625,13.93,5.92,2.293894,5.309861,5.39716,2.13,14.325882,8265.5
2009-02-16,33.549885,10.03,,,85.800003,6.254443,2.049395,2.43,,23.1,2.63,4.36,6.545,,5.4,6.3,,2.084317,,39.921677,13.685517,7.905,13.69,5.89,2.210911,5.096353,5.221165,2.11,14.147921,8075.0
2009-02-17,33.055634,9.59,,,82.5,5.812501,2.037786,2.4,,22.67,2.57,4.26,6.5,,5.54,5.956,,2.054541,,37.478737,13.736614,7.8,13.25,5.67,2.104218,4.752882,5.02003,2.07,13.920526,7843.200195
2009-02-18,33.431263,9.5,,,83.550003,6.00465,2.043591,2.38,,22.99,2.45,4.3,6.64,,5.42,5.95,,2.004914,,37.763748,13.677001,7.775,13.35,5.25,2.104218,4.845712,5.011644,2.07,13.821659,7861.399902
2009-02-19,33.164368,9.26,,,84.0,5.975827,2.031978,2.37,,23.84,2.26,4.3,6.5,,5.65,6.034,,1.985064,,36.460846,13.574807,7.905,13.46,5.2,2.092363,4.827146,4.978126,2.03,13.732678,7875.899902
2009-02-20,32.136322,9.01,,,83.849998,5.59153,1.939089,2.26,,24.209999,2.27,4.06,6.545,,5.46,5.842,,1.846109,,34.811863,13.106416,7.875,12.53,4.6,1.961961,4.567223,4.6429,1.93,13.534943,7603.600098
2009-02-23,31.889194,8.92,,,78.0,5.418596,1.886838,2.24,,24.690001,2.27,3.91,6.57,,5.38,5.854,,1.786557,,32.61322,13.080868,8.0775,12.35,4.51,1.920469,4.492959,4.567469,1.94,13.693131,7540.399902
2009-02-24,31.839769,8.82,,,80.0,5.351344,1.918767,2.22,,24.49,2.26,3.97,6.41,,5.27,5.916,,1.697229,,32.124634,13.072351,7.9975,12.14,4.55,1.884905,4.362998,4.550705,1.83,13.762338,7483.399902
2009-02-25,31.731033,8.7,,,76.650002,5.466633,1.886838,2.21,,23.41,2.5,3.89,6.415,,5.3,5.832,,1.667453,,32.368927,12.757252,7.865,12.18,4.65,1.884905,4.483676,4.500424,1.79,13.821659,7512.100098
2009-02-26,32.254944,9.09,,,79.0,5.822108,2.002952,2.3,,22.559999,2.47,3.95,6.4,,5.38,5.89,,1.687304,,32.857513,12.893511,8.0375,12.73,4.72,1.950106,4.771448,4.760227,1.84,14.632371,7811.700195
